0.4,0.04999999999999996,0.0,0.4,0.04999999999999996,45.0,0.4,0.04999999999999996,90.0,0.4,0.04999999999999996,135.0,0.4,0.04999999999999996,180.0,0.4,0.04999999999999996,225.0,0.4,0.04999999999999996,270.0,0.4,0.04999999999999996,315.0
0.5375,0.04999999999999996,0.0,0.5375,0.04999999999999996,45.0,0.5375,0.04999999999999996,90.0,0.5375,0.04999999999999996,135.0,0.5375,0.04999999999999996,180.0,0.5375,0.04999999999999996,225.0,0.5375,0.04999999999999996,270.0,0.5375,0.04999999999999996,315.0
0.675,0.04999999999999996,0.0,0.675,0.04999999999999996,45.0,0.675,0.04999999999999996,90.0,0.675,0.04999999999999996,135.0,0.675,0.04999999999999996,180.0,0.675,0.04999999999999996,225.0,0.675,0.04999999999999996,270.0,0.675,0.04999999999999996,315.0
0.8125,0.04999999999999996,0.0,0.8125,0.04999999999999996,45.0,0.8125,0.04999999999999996,90.0,0.8125,0.04999999999999996,135.0,0.8125,0.04999999999999996,180.0,0.8125,0.04999999999999996,225.0,0.8125,0.04999999999999996,270.0,0.8125,0.04999999999999996,315.0
0.95,0.04999999999999996,0.0,0.95,0.04999999999999996,45.0,0.95,0.04999999999999996,90.0,0.95,0.04999999999999996,135.0,0.95,0.04999999999999996,180.0,0.95,0.04999999999999996,225.0,0.95,0.04999999999999996,270.0,0.95,0.04999999999999996,315.0
0.4,0.14999999999999988,0.0,0.4,0.14999999999999988,45.0,0.4,0.14999999999999988,90.0,0.4,0.14999999999999988,135.0,0.4,0.14999999999999988,180.0,0.4,0.14999999999999988,225.0,0.4,0.14999999999999988,270.0,0.4,0.14999999999999988,315.0
0.5375,0.14999999999999988,0.0,0.5375,0.14999999999999988,45.0,0.5375,0.14999999999999988,90.0,0.5375,0.14999999999999988,135.0,0.5375,0.14999999999999988,180.0,0.5375,0.14999999999999988,225.0,0.5375,0.14999999999999988,270.0,0.5375,0.14999999999999988,315.0
0.675,0.14999999999999988,0.0,0.675,0.14999999999999988,45.0,0.675,0.14999999999999988,90.0,0.675,0.14999999999999988,135.0,0.675,0.14999999999999988,180.0,0.675,0.14999999999999988,225.0,0.675,0.14999999999999988,270.0,0.675,0.14999999999999988,315.0
0.8125,0.14999999999999988,0.0,0.8125,0.14999999999999988,45.0,0.8125,0.14999999999999988,90.0,0.8125,0.14999999999999988,135.0,0.8125,0.14999999999999988,180.0,0.8125,0.14999999999999988,225.0,0.8125,0.14999999999999988,270.0,0.8125,0.14999999999999988,315.0
0.95,0.14999999999999988,0.0,0.95,0.14999999999999988,45.0,0.95,0.14999999999999988,90.0,0.95,0.14999999999999988,135.0,0.95,0.14999999999999988,180.0,0.95,0.14999999999999988,225.0,0.95,0.14999999999999988,270.0,0.95,0.14999999999999988,315.0
0.4,0.24999999999999978,0.0,0.4,0.24999999999999978,45.0,0.4,0.24999999999999978,90.0,0.4,0.24999999999999978,135.0,0.4,0.24999999999999978,180.0,0.4,0.24999999999999978,225.0,0.4,0.24999999999999978,270.0,0.4,0.24999999999999978,315.0
0.5375,0.24999999999999978,0.0,0.5375,0.24999999999999978,45.0,0.5375,0.24999999999999978,90.0,0.5375,0.24999999999999978,135.0,0.5375,0.24999999999999978,180.0,0.5375,0.24999999999999978,225.0,0.5375,0.24999999999999978,270.0,0.5375,0.24999999999999978,315.0
0.675,0.24999999999999978,0.0,0.675,0.24999999999999978,45.0,0.675,0.24999999999999978,90.0,0.675,0.24999999999999978,135.0,0.675,0.24999999999999978,180.0,0.675,0.24999999999999978,225.0,0.675,0.24999999999999978,270.0,0.675,0.24999999999999978,315.0
0.8125,0.24999999999999978,0.0,0.8125,0.24999999999999978,45.0,0.8125,0.24999999999999978,90.0,0.8125,0.24999999999999978,135.0,0.8125,0.24999999999999978,180.0,0.8125,0.24999999999999978,225.0,0.8125,0.24999999999999978,270.0,0.8125,0.24999999999999978,315.0
0.95,0.24999999999999978,0.0,0.95,0.24999999999999978,45.0,0.95,0.24999999999999978,90.0,0.95,0.24999999999999978,135.0,0.95,0.24999999999999978,180.0,0.95,0.24999999999999978,225.0,0.95,0.24999999999999978,270.0,0.95,0.24999999999999978,315.0
0.30000000000000004,0.0,0.0,0.4,0.0,0.0,0.5,0.0,0.0,0.6000000000000001,0.0,0.0,0.7,0.0,0.0,0.8,0.0,0.0,0.9,0.0,0.0,1.0,0.0,0.0
